id,code,description,name
phys-306,PHYS 306,"Variational calculus, Lagrangian dynamics, rigid body motion including free and forced precession, Hamiltonian mechanics, Poisson brackets, canonical coordinates, Hamilton-Jacobi theory, action angle variables. Introduction to dynamical chaos: determinism, Lyapunov exponents. [3-0-1] Prerequisite: One of PHYS 216, ENPH 270 and one of MATH 215, MATH 255, MATH 256, MATH 258.",Advanced Mechanics
phys-312,PHYS 312,"The application of ordinary and partial differential equations to physical problems; boundary and initial value problems associated with heat, wave and Laplace equations. Fourier analysis; expansions in Bessel and Legendre functions. Credit will be granted for only one of PHYS 312 and MATH 316. [3-0-0] Prerequisite: [MATH 215]",Introduction to Mathematical Physics
phys-319,PHYS 319,"A project-oriented lab introducing the design and construction of microprocessor-controlled devices. [1-4-0] Prerequisite: One of PHYS 209, PHYS 219, ENPH 259.",Electronics Laboratory
phys-333,PHYS 333,"The fundamental physics behind global issues of energy use and climate change. [3-0-0] Prerequisite: Either (a) one of MATH 101, MATH 103, MATH 105, MATH 121 and one of PHYS 101, PHYS 102, PHYS 106, PHYS 107, PHYS 108, PHYS 117, PHYS 118, PHYS 131, PHYS 153, PHYS 157, PHYS 158; or (b) SCIE 001.",Energy and Climate
phys-350,PHYS 350,"Review of principles. Particle mechanics: Euler's equations, tops and gyroscopes, motion of the Earth, Lagrangian and Hamiltonian methods. Variational principles in optics and mechanics, Liouville's theorem and statistical mechanics. The relationship between classical and quantum mechanics. [3-0-0]",Applications of Classical Mechanics
phys-401,PHYS 401,"Applications of Maxwell's theory. Wave propagation in dielectrics, conductors and plasmas, wave guides, radiation, antennae, and special relativity. [3-0-0] Prerequisite: One of PHYS 301, PHYS 354.",Electromagnetic Theory
phys-402,PHYS 402,"Spin and angular momentum addition, perturbation methods, and applications in the fields of Atomic, Molecular, Nuclear, and Solid State Physics. [3-0-0] Prerequisite: One of PHYS 304, PHYS 450.",Applications of Quantum Mechanics
phys-403,PHYS 403,"Principles and applications of statistical mechanics. Ideal gases, degenerate Fermi gases, Bose-Einstein condensation, black body radiation, fluctuations and phase transitions. [3-0-0] Prerequisite: One of PHYS 203, ENPH 257, PHYS 257, CHEM 201, CHEM 304 and one of PHYS 304, PHYS 450, CHEM 312. One of MATH 302, MATH 318, STAT 241, STAT 251, STAT 302 is recommended.",Statistical Mechanics
phys-408,PHYS 408,"Principles and applications of optical physics. Interference, diffraction, coherence, polarization, Fresnel relations, optical coatings, waves in dielectric media, Gaussian beams, waveguides, optical cavities, lasers, fibre optics, and Fourier optics. [3-3-0] Prerequisite: One of PHYS 301, PHYS 354 and one of MATH 215, MATH 255.",Optics
phys-410,PHYS 410,"Scientific programming applied to problems in physics. Fundamentals of numerical analysis for continuum problems. Solution of linear and non-linear algebraic systems, ordinary differential equations and stochastic problems. [3-0-1] Prerequisite: One of PHYS 312, MATH 257, MATH 316 and one of PHYS 210, EOSC 211, CPSC 110, CPSC 103, APSC 160.",Computational Physics
poli-100,POLI 100,"Political issues and case studies, drawn from Canadian and international contexts, will be used to introduce students to central debates and concepts of politics and political analysis.",Introduction to Politics
poli-101,POLI 101,"Canadian governments, politics, and public policy. How policies emerge from politics contested through the interaction of institutions (Constitution, Parliament, federalism, elections, and the courts) and actors (individuals, parties, interest groups, nations). Insights are applied to explain current events and controversies.",Introduction to Canadian Politics
poli-110,POLI 110,"The logic, challenges, and major strategies of empirical political research. Core research tasks including: asking answerable questions, defining concepts, formulating hypotheses, gathering evidence, measuring variables, constructing comparisons, drawing causal inferences, and reporting findings.",Investigating Politics: An Introduction to Scientific Political Analysis
poli-220,POLI 220,Compares political systems around the world. Investigates why some countries are democracies and others are dictatorships; how different countries resolve political conflict; how institutions and culture affect the use of power and collective choices. Prerequisite: POLI 100. Or second-year standing or higher.,Introduction to Political Systems Around the World
poli-240,POLI 240,A critical introduction to some major ideologies and traditions of Western political thought that examines their philosophical origins as well as their implications for political life. Prerequisite: POLI 100. Or second-year standing or higher.,Currents of Political Thought
poli-260,POLI 260,"Examines key themes and issues in the study of political interaction between states and non-state actors, including international security, armed conflict and conflict management, global governance and international institutions, the world economy, poverty and inequality, and climate change. Prerequisite: POLI 100. Or second-year standing or higher.",Introduction to Global Politics
poli-303,POLI 303,"Theory and practice of Canadian federalism, its relationship to public policy, cultural pluralism, social stresses, and role of the courts. Prerequisite: All of POLI 100, POLI 101, POLI 110, POLI 240. Or third-year standing or higher.",Federalism in Canada
poli-308,POLI 308,"An important topic in Canadian politics and public policies. Possible topics include elections, media, and gender and identity. Topics vary year to year; see www.politics.ubc.ca/courses. Prerequisite: Two of POLI 100, POLI 101, POLI 110, POLI 240. Or third-year standing or higher.",Topics in Canadian Politics
poli-320,POLI 320,"The distinctive political system of the U.S. Covers all major institutions and processes, focusing on contemporary issues. Comparisons with the Canadian system. Sources of political failure and possible reform. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Government and Politics of the United States of America
poli-324,POLI 324,"The political systems of contemporary Southeast Asia. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Southeast Asian Government and Politics
poli-327,POLI 327,"Post-1945 integration of Europe, comparison of national politics and attitudes to integration, and the history and institutions of the European Union. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",European Integration
poli-328,POLI 328,"Topics will vary from year to year. Consult the departmental website. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Topics in Comparative Politics
poli-333,POLI 333,"An examination of a major issue in comparative politics (e.g., the media, gender, nationalism, ethnic conflict). Topics will vary from year to year. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Issues in Comparative Politics
poli-338,POLI 338,"The relationship between political institutions and economic growth. How governments shape economic policy and development aid. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Politics and Development
poli-341,POLI 341,"Topics may include freedom, colonialism, capitalism, Critical Theory and ideology, power and knowledge, social justice, rationalism, gender and identity politics, and the political. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Contemporary Political Theory
poli-344,POLI 344,"An examination of some of the major concepts in political philosophy such as justice, equality, rights, obligation, liberty in the context of both classical and contemporary political thought. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Social and Political Thought
poli-347,POLI 347,"An examination of law and political theory that considers topics such as sovereignty, constitutionalism, civil disobedience, rights and the political role of judges. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Law and Political Theory
poli-348,POLI 348,"Application of frameworks to policy questions that factor in debates about citizenship and social inclusion, and an examination of contemporary normative frameworks that fall along, and transcend, the left-right political spectrum. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Political Theory and Public Policy
poli-351,POLI 351,"Domestic and international determinants of environmental policy; alternative approaches to environmental protection. The sustainable development paradigm; public opinion and interest group pressures; risk assessment; mandatory, voluntary and market-based policy instruments. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Environmental Politics and Policy
poli-360,POLI 360,"The contemporary international security context: reorientation of the study of security, patterns of inter- and intrastate conflict and communal violence, dilemmas of international response and conflict management. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Security Studies
poli-362,POLI 362,"An examination of the changing nature of Great Power relations, including procedures and institutions for managing their conflicts, in the pre-Cold War, Cold War, and post-Cold War international systems. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",The Great Powers and International Politics
poli-363,POLI 363,"An analysis of Canadian foreign policy on important international issues since the 1960s and of the policy-making process. Issues may include defence commitments, economic relations, activities of international organizations, and relations with the US, Europe, USSR, Asia and the Third World. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Canadian Foreign Policy
poli-365,POLI 365,"Analysis of the foreign policies of one or more of the states of East, Southeast, and South Asia; their relations with other states in the region as well as with major outside powers. Prerequisite: All of POLI 100, POLI 101, POLI 240. Or third-year standing or higher.",Asian International Relations
